date,game_name,event,domain,language,instances,visits,users
10/17/2025,Beginning Sound Ba/Ra/Na,validation,LL,mr,28,27,27
10/17/2025,Beginning Sounds Ma/Ka/La,completed,LL,hi,24,22,24
10/17/2025,Beginning Sounds Ma/Ka/La,completed,LL,mr,79,68,67
10/17/2025,Beginning Sounds Ma/Ka/La,introduction,LL,hi,50,44,47
10/17/2025,Beginning Sounds Ma/Ka/La,introduction,LL,mr,153,128,125
10/17/2025,Beginning Sounds Ma/Ka/La,mid_introduction,LL,hi,24,23,24
10/17/2025,Beginning Sounds Ma/Ka/La,mid_introduction,LL,mr,68,63,61
10/17/2025,Beginning Sounds Ma/Ka/La,parent_poll,LL,hi,57,44,47
10/17/2025,Beginning Sounds Ma/Ka/La,parent_poll,LL,mr,181,131,128
10/17/2025,Beginning Sounds Ma/Ka/La,questions,LL,hi,27,25,27
10/17/2025,Beginning Sounds Ma/Ka/La,questions,LL,mr,80,70,69
10/17/2025,Beginning Sounds Ma/Ka/La,rewards,LL,hi,22,21,22
10/17/2025,Beginning Sounds Ma/Ka/La,rewards,LL,mr,61,57,56
10/17/2025,Beginning Sounds Ma/Ka/La,started,LL,hi,63,54,56
10/17/2025,Beginning Sounds Ma/Ka/La,started,LL,mr,187,152,146
10/17/2025,Beginning Sounds Ma/Ka/La,validation,LL,hi,22,21,22
10/17/2025,Beginning Sounds Ma/Ka/La,validation,LL,mr,64,59,57
10/17/2025,Beginning Sounds Pa/Cha/Sa,completed,LL,hi,27,23,22
10/17/2025,Beginning Sounds Pa/Cha/Sa,completed,LL,mr,29,28,28
10/17/2025,Beginning Sounds Pa/Cha/Sa,introduction,LL,hi,34,30,29
10/17/2025,Beginning Sounds Pa/Cha/Sa,introduction,LL,mr,50,46,46
10/17/2025,Beginning Sounds Pa/Cha/Sa,mid_introduction,LL,hi,22,20,19
10/17/2025,Beginning Sounds Pa/Cha/Sa,mid_introduction,LL,mr,23,22,22
10/17/2025,Beginning Sounds Pa/Cha/Sa,parent_poll,LL,hi,41,30,29
10/17/2025,Beginning Sounds Pa/Cha/Sa,parent_poll,LL,mr,64,48,48
10/17/2025,Beginning Sounds Pa/Cha/Sa,questions,LL,hi,28,24,23
10/17/2025,Beginning Sounds Pa/Cha/Sa,questions,LL,mr,29,28,28
10/17/2025,Beginning Sounds Pa/Cha/Sa,rewards,LL,hi,21,19,18
10/17/2025,Beginning Sounds Pa/Cha/Sa,rewards,LL,mr,21,20,20
10/17/2025,Beginning Sounds Pa/Cha/Sa,started,LL,hi,37,33,32
10/17/2025,Beginning Sounds Pa/Cha/Sa,started,LL,mr,56,50,50
10/17/2025,Beginning Sounds Pa/Cha/Sa,validation,LL,hi,22,20,19
10/17/2025,Beginning Sounds Pa/Cha/Sa,validation,LL,mr,23,22,22
10/17/2025,Beginning Sounds Ta/Va/Ga,completed,LL,hi,74,69,69
10/17/2025,Beginning Sounds Ta/Va/Ga,introduction,LL,hi,93,80,80
10/17/2025,Beginning Sounds Ta/Va/Ga,mid_introduction,LL,hi,56,53,53
10/17/2025,Beginning Sounds Ta/Va/Ga,parent_poll,LL,hi,115,83,83
10/17/2025,Beginning Sounds Ta/Va/Ga,questions,LL,hi,70,65,65
10/17/2025,Beginning Sounds Ta/Va/Ga,rewards,LL,hi,55,52,52
10/17/2025,Beginning Sounds Ta/Va/Ga,started,LL,hi,99,83,83
10/17/2025,Beginning Sounds Ta/Va/Ga,validation,LL,hi,55,52,52
10/17/2025,Color Blue,completed,CG,hi,27,24,24
10/17/2025,Color Blue,completed,CG,mr,31,29,29
10/17/2025,Color Blue,introduction,CG,hi,33,29,29
10/17/2025,Color Blue,introduction,CG,mr,42,37,36
10/17/2025,Color Blue,mid_introduction,CG,hi,26,23,23
10/17/2025,Color Blue,mid_introduction,CG,mr,29,28,28
10/17/2025,Color Blue,parent_poll,CG,hi,40,29,29
10/17/2025,Color Blue,parent_poll,CG,mr,50,37,36
10/17/2025,Color Blue,questions,CG,hi,28,24,24
10/17/2025,Color Blue,questions,CG,mr,33,31,31
10/17/2025,Color Blue,rewards,CG,hi,26,23,23
10/17/2025,Color Blue,rewards,CG,mr,26,25,25
10/17/2025,Color Blue,started,CG,hi,34,29,29
10/17/2025,Color Blue,started,CG,mr,42,37,36
10/17/2025,Color Blue,validation,CG,hi,26,23,23
10/17/2025,Color Blue,validation,CG,mr,27,26,26
10/17/2025,Color Red,completed,CG,hi,163,150,150
10/17/2025,Color Red,completed,CG,mr,224,214,214
10/17/2025,Color Red,introduction,CG,hi,200,178,178
10/17/2025,Color Red,introduction,CG,mr,270,255,253
10/17/2025,Color Red,mid_introduction,CG,hi,130,126,126
10/17/2025,Color Red,mid_introduction,CG,mr,199,195,195
10/17/2025,Color Red,parent_poll,CG,hi,247,185,185
10/17/2025,Color Red,parent_poll,CG,mr,370,266,264
10/17/2025,Color Red,questions,CG,hi,158,148,148
10/17/2025,Color Red,questions,CG,mr,229,221,220
10/17/2025,Color Red,rewards,CG,hi,122,118,118
10/17/2025,Color Red,rewards,CG,mr,186,183,183
10/17/2025,Color Red,started,CG,hi,213,189,189
10/17/2025,Color Red,started,CG,mr,292,272,270
10/17/2025,Color Red,validation,CG,hi,126,123,123
10/17/2025,Color Red,validation,CG,mr,195,191,191
10/17/2025,Color Yellow,completed,CG,hi,27,26,26
10/17/2025,Color Yellow,completed,CG,mr,45,43,43
10/17/2025,Color Yellow,introduction,CG,hi,34,31,31
10/17/2025,Color Yellow,introduction,CG,mr,56,51,51
10/17/2025,Color Yellow,mid_introduction,CG,hi,24,24,24
10/17/2025,Color Yellow,mid_introduction,CG,mr,41,41,41
10/17/2025,Color Yellow,parent_poll,CG,hi,44,31,31
10/17/2025,Color Yellow,parent_poll,CG,mr,72,52,52
10/17/2025,Color Yellow,questions,CG,hi,28,27,27
10/17/2025,Color Yellow,questions,CG,mr,48,45,45
10/17/2025,Color Yellow,rewards,CG,hi,23,23,23
10/17/2025,Color Yellow,rewards,CG,mr,37,37,37
10/17/2025,Color Yellow,started,CG,hi,36,32,32
10/17/2025,Color Yellow,started,CG,mr,57,52,52
10/17/2025,Color Yellow,validation,CG,hi,24,24,24
10/17/2025,Color Yellow,validation,CG,mr,40,40,40
10/17/2025,Emotion Identification,completed,SEL,hi,41,36,36
10/17/2025,Emotion Identification,completed,SEL,mr,71,66,65
10/17/2025,Emotion Identification,introduction,SEL,hi,43,37,37
10/17/2025,Emotion Identification,introduction,SEL,mr,106,91,90
10/17/2025,Emotion Identification,mid_introduction,SEL,hi,36,31,31
10/17/2025,Emotion Identification,mid_introduction,SEL,mr,61,57,57
10/17/2025,Emotion Identification,parent_poll,SEL,hi,53,40,40
10/17/2025,Emotion Identification,parent_poll,SEL,mr,132,95,94
10/17/2025,Emotion Identification,questions,SEL,hi,40,35,35
10/17/2025,Emotion Identification,questions,SEL,mr,69,65,64
10/17/2025,Emotion Identification,rewards,SEL,hi,34,29,29
10/17/2025,Emotion Identification,rewards,SEL,mr,59,55,55
10/17/2025,Emotion Identification,started,SEL,hi,47,40,40
10/17/2025,Emotion Identification,started,SEL,mr,122,103,102
10/17/2025,Emotion Identification,validation,SEL,hi,34,29,29
10/17/2025,Emotion Identification,validation,SEL,mr,59,55,55
10/17/2025,Identification of all emotions,completed,SEL,hi,13,11,11
10/17/2025,Identification of all emotions,completed,SEL,mr,22,21,21
10/17/2025,Identification of all emotions,introduction,SEL,hi,14,12,12
10/17/2025,Identification of all emotions,introduction,SEL,mr,26,23,23
10/17/2025,Identification of all emotions,mid_introduction,SEL,hi,11,9,9
10/17/2025,Identification of all emotions,mid_introduction,SEL,mr,21,19,19
10/17/2025,Identification of all emotions,parent_poll,SEL,hi,16,13,13
10/17/2025,Identification of all emotions,parent_poll,SEL,mr,38,23,23
10/17/2025,Identification of all emotions,questions,SEL,hi,12,10,10
10/17/2025,Identification of all emotions,questions,SEL,mr,23,21,21
10/17/2025,Identification of all emotions,rewards,SEL,hi,11,9,9
10/17/2025,Identification of all emotions,rewards,SEL,mr,20,19,19
10/17/2025,Identification of all emotions,started,SEL,hi,15,13,13
10/17/2025,Identification of all emotions,started,SEL,mr,26,23,23
10/17/2025,Identification of all emotions,validation,SEL,hi,11,9,9
10/17/2025,Identification of all emotions,validation,SEL,mr,21,19,19
10/17/2025,Numbers Comparison,completed,NM,hi,8,8,8
10/17/2025,Numbers Comparison,completed,NM,mr,17,16,16
10/17/2025,Numbers Comparison,introduction,NM,hi,12,12,12
10/17/2025,Numbers Comparison,introduction,NM,mr,36,30,30
10/17/2025,Numbers Comparison,mid_introduction,NM,hi,8,8,8
10/17/2025,Numbers Comparison,mid_introduction,NM,mr,13,12,12
10/17/2025,Numbers Comparison,parent_poll,NM,hi,17,13,13
10/17/2025,Numbers Comparison,parent_poll,NM,mr,39,30,30
10/17/2025,Numbers Comparison,questions,NM,hi,8,8,8
10/17/2025,Numbers Comparison,questions,NM,mr,16,15,15
10/17/2025,Numbers Comparison,rewards,NM,hi,7,7,7
10/17/2025,Numbers Comparison,rewards,NM,mr,9,8,8
10/17/2025,Numbers Comparison,started,NM,hi,13,13,13
10/17/2025,Numbers Comparison,started,NM,mr,38,32,33
10/17/2025,Numbers Comparison,validation,NM,hi,8,8,8
10/17/2025,Numbers Comparison,validation,NM,mr,11,10,10
10/17/2025,Numbers I,completed,NM,hi,34,29,29
10/17/2025,Numbers I,completed,NM,mr,60,58,58
10/17/2025,Numbers I,introduction,NM,hi,47,37,36
10/17/2025,Numbers I,introduction,NM,mr,68,65,65
10/17/2025,Numbers I,mid_introduction,NM,hi,30,26,26
10/17/2025,Numbers I,mid_introduction,NM,mr,54,54,54
10/17/2025,Numbers I,parent_poll,NM,hi,61,38,37
10/17/2025,Numbers I,parent_poll,NM,mr,94,66,66
10/17/2025,Numbers I,questions,NM,hi,36,30,30
10/17/2025,Numbers I,questions,NM,mr,61,59,59
10/17/2025,Numbers I,rewards,NM,hi,30,26,26
10/17/2025,Numbers I,rewards,NM,mr,51,51,51
10/17/2025,Numbers I,started,NM,hi,48,38,37
10/17/2025,Numbers I,started,NM,mr,70,67,67
10/17/2025,Numbers I,validation,NM,hi,30,26,26
10/17/2025,Numbers I,validation,NM,mr,52,52,52
10/17/2025,Numbers II,completed,NM,hi,24,21,20
10/17/2025,Numbers II,completed,NM,mr,44,39,39
10/17/2025,Numbers II,introduction,NM,hi,26,23,22
10/17/2025,Numbers II,introduction,NM,mr,48,39,39
10/17/2025,Numbers II,mid_introduction,NM,hi,21,20,19
10/17/2025,Numbers II,mid_introduction,NM,mr,37,34,34
10/17/2025,Numbers II,parent_poll,NM,hi,35,24,23
10/17/2025,Numbers II,parent_poll,NM,mr,65,40,40
10/17/2025,Numbers II,questions,NM,hi,24,21,20
10/17/2025,Numbers II,questions,NM,mr,43,36,36
10/17/2025,Numbers II,rewards,NM,hi,21,20,19
10/17/2025,Numbers II,rewards,NM,mr,36,33,33
10/17/2025,Numbers II,started,NM,hi,27,24,23
10/17/2025,Numbers II,started,NM,mr,50,41,41
10/17/2025,Numbers II,validation,NM,hi,21,20,19
10/17/2025,Numbers II,validation,NM,mr,36,33,33
10/17/2025,Numerals 1-10,completed,NM,hi,11,11,11
10/17/2025,Numerals 1-10,completed,NM,mr,29,28,28
10/17/2025,Numerals 1-10,introduction,NM,hi,12,12,12
10/17/2025,Numerals 1-10,introduction,NM,mr,31,31,30
10/17/2025,Numerals 1-10,mid_introduction,NM,hi,11,11,11
10/17/2025,Numerals 1-10,mid_introduction,NM,mr,27,26,26
10/17/2025,Numerals 1-10,parent_poll,NM,hi,13,12,12
10/17/2025,Numerals 1-10,parent_poll,NM,mr,47,32,31
10/17/2025,Numerals 1-10,questions,NM,hi,11,11,11
10/17/2025,Numerals 1-10,questions,NM,mr,29,28,28
10/17/2025,Numerals 1-10,rewards,NM,hi,9,9,9
10/17/2025,Numerals 1-10,rewards,NM,mr,26,25,25
10/17/2025,Numerals 1-10,started,NM,hi,12,12,12
10/17/2025,Numerals 1-10,started,NM,mr,34,32,31
10/17/2025,Numerals 1-10,validation,NM,hi,9,9,9
10/17/2025,Numerals 1-10,validation,NM,mr,26,25,25
10/17/2025,Positions,completed,CG,hi,189,161,162
10/17/2025,Positions,completed,CG,mr,398,348,351
10/17/2025,Positions,introduction,CG,hi,275,222,224
10/17/2025,Positions,introduction,CG,mr,618,505,502
10/17/2025,Positions,mid_introduction,CG,hi,180,163,163
10/17/2025,Positions,mid_introduction,CG,mr,341,306,306
10/17/2025,Positions,parent_poll,CG,hi,346,235,237
10/17/2025,Positions,parent_poll,CG,mr,780,541,536
10/17/2025,Positions,questions,CG,hi,191,167,167
10/17/2025,Positions,questions,CG,mr,378,333,335
10/17/2025,Positions,rewards,CG,hi,160,145,146
10/17/2025,Positions,rewards,CG,mr,313,284,286
10/17/2025,Positions,started,CG,hi,348,283,282
10/17/2025,Positions,started,CG,mr,761,621,610
10/17/2025,Positions,validation,CG,hi,168,153,154
10/17/2025,Positions,validation,CG,mr,320,289,290
10/17/2025,Primary Emotion Labelling,completed,SEL,hi,8,8,8
10/17/2025,Primary Emotion Labelling,completed,SEL,mr,14,13,13
10/17/2025,Primary Emotion Labelling,introduction,SEL,hi,11,11,11
10/17/2025,Primary Emotion Labelling,introduction,SEL,mr,18,16,16
10/17/2025,Primary Emotion Labelling,mid_introduction,SEL,hi,7,7,7
10/17/2025,Primary Emotion Labelling,mid_introduction,SEL,mr,14,13,13
10/17/2025,Primary Emotion Labelling,parent_poll,SEL,hi,14,11,11
10/17/2025,Primary Emotion Labelling,parent_poll,SEL,mr,25,16,16
10/17/2025,Primary Emotion Labelling,questions,SEL,hi,8,8,8
10/17/2025,Primary Emotion Labelling,questions,SEL,mr,14,13,13
10/17/2025,Primary Emotion Labelling,rewards,SEL,hi,7,7,7
10/17/2025,Primary Emotion Labelling,rewards,SEL,mr,14,13,13
10/17/2025,Primary Emotion Labelling,started,SEL,hi,11,11,11
10/17/2025,Primary Emotion Labelling,started,SEL,mr,21,18,18
10/17/2025,Primary Emotion Labelling,validation,SEL,hi,7,7,7
10/17/2025,Primary Emotion Labelling,validation,SEL,mr,14,13,13
10/17/2025,Quantitative Comparison,completed,NM,hi,17,17,17
10/17/2025,Quantitative Comparison,completed,NM,mr,27,27,27
10/17/2025,Quantitative Comparison,introduction,NM,hi,20,19,19
10/17/2025,Quantitative Comparison,introduction,NM,mr,35,32,32
10/17/2025,Quantitative Comparison,mid_introduction,NM,hi,13,13,13
10/17/2025,Quantitative Comparison,mid_introduction,NM,mr,30,28,28
10/17/2025,Quantitative Comparison,parent_poll,NM,hi,29,20,20
10/17/2025,Quantitative Comparison,parent_poll,NM,mr,50,33,33
10/17/2025,Quantitative Comparison,questions,NM,hi,16,16,16
10/17/2025,Quantitative Comparison,questions,NM,mr,31,29,29
10/17/2025,Quantitative Comparison,rewards,NM,hi,13,13,13
10/17/2025,Quantitative Comparison,rewards,NM,mr,25,24,24
10/17/2025,Quantitative Comparison,started,NM,hi,21,20,20
10/17/2025,Quantitative Comparison,started,NM,mr,38,34,34
10/17/2025,Quantitative Comparison,validation,NM,hi,13,13,13
10/17/2025,Quantitative Comparison,validation,NM,mr,27,25,25
10/17/2025,Relational Comparison,completed,CG,hi,12,12,12
10/17/2025,Relational Comparison,completed,CG,mr,15,15,15
10/17/2025,Relational Comparison,introduction,CG,hi,15,15,14
10/17/2025,Relational Comparison,introduction,CG,mr,21,20,19
10/17/2025,Relational Comparison,mid_introduction,CG,hi,11,11,11
10/17/2025,Relational Comparison,mid_introduction,CG,mr,12,12,12
10/17/2025,Relational Comparison,parent_poll,CG,hi,23,17,16
10/17/2025,Relational Comparison,parent_poll,CG,mr,25,20,19
10/17/2025,Relational Comparison,questions,CG,hi,12,12,12
10/17/2025,Relational Comparison,questions,CG,mr,17,17,16
10/17/2025,Relational Comparison,rewards,CG,hi,10,10,10
10/17/2025,Relational Comparison,rewards,CG,mr,12,12,12
10/17/2025,Relational Comparison,started,CG,hi,17,17,16
10/17/2025,Relational Comparison,started,CG,mr,22,20,19
10/17/2025,Relational Comparison,validation,CG,hi,11,11,11
10/17/2025,Relational Comparison,validation,CG,mr,12,12,12
10/17/2025,Relational Comparison II,completed,CG,hi,528,517,513
10/17/2025,Relational Comparison II,completed,CG,mr,874,844,838
10/17/2025,Relational Comparison II,introduction,CG,hi,768,694,709
10/17/2025,Relational Comparison II,introduction,CG,mr,1251,1121,1142
10/17/2025,Relational Comparison II,mid_introduction,CG,hi,539,528,531
10/17/2025,Relational Comparison II,mid_introduction,CG,mr,832,812,815
10/17/2025,Relational Comparison II,parent_poll,CG,hi,1004,749,762
10/17/2025,Relational Comparison II,parent_poll,CG,mr,1799,1252,1273
10/17/2025,Relational Comparison II,questions,CG,hi,564,549,554
10/17/2025,Relational Comparison II,questions,CG,mr,872,846,850
10/17/2025,Relational Comparison II,rewards,CG,hi,450,449,450
10/17/2025,Relational Comparison II,rewards,CG,mr,692,689,688
10/17/2025,Relational Comparison II,started,CG,hi,886,783,797
10/17/2025,Relational Comparison II,started,CG,mr,1464,1275,1295
10/17/2025,Relational Comparison II,validation,CG,hi,505,497,499
10/17/2025,Relational Comparison II,validation,CG,mr,770,760,762
10/17/2025,Revision Colors,completed,CG,hi,13,13,13
10/17/2025,Revision Colors,completed,CG,mr,32,28,27
10/17/2025,Revision Colors,introduction,CG,hi,16,15,15
10/17/2025,Revision Colors,introduction,CG,mr,40,35,35
10/17/2025,Revision Colors,mid_introduction,CG,hi,10,10,10
10/17/2025,Revision Colors,mid_introduction,CG,mr,29,26,26
10/17/2025,Revision Colors,parent_poll,CG,hi,19,15,15
10/17/2025,Revision Colors,parent_poll,CG,mr,55,36,36
10/17/2025,Revision Colors,questions,CG,hi,13,13,13
10/17/2025,Revision Colors,questions,CG,mr,30,27,27
10/17/2025,Revision Colors,rewards,CG,hi,10,10,10
10/17/2025,Revision Colors,rewards,CG,mr,27,24,24
10/17/2025,Revision Colors,started,CG,hi,18,17,17
10/17/2025,Revision Colors,started,CG,mr,43,37,37
10/17/2025,Revision Colors,validation,CG,hi,10,10,10
10/17/2025,Revision Colors,validation,CG,mr,29,26,26
10/17/2025,Revision Shapes,completed,CG,hi,7,7,7
10/17/2025,Revision Shapes,completed,CG,mr,20,17,17
10/17/2025,Revision Shapes,introduction,CG,hi,9,9,9
10/17/2025,Revision Shapes,introduction,CG,mr,25,21,21
10/17/2025,Revision Shapes,mid_introduction,CG,hi,8,8,8
10/17/2025,Revision Shapes,mid_introduction,CG,mr,14,14,14
10/17/2025,Revision Shapes,parent_poll,CG,hi,11,9,9
10/17/2025,Revision Shapes,parent_poll,CG,mr,28,21,21
10/17/2025,Revision Shapes,questions,CG,hi,8,8,8
10/17/2025,Revision Shapes,questions,CG,mr,18,17,17
10/17/2025,Revision Shapes,rewards,CG,hi,7,7,7
10/17/2025,Revision Shapes,rewards,CG,mr,12,12,12
10/17/2025,Revision Shapes,started,CG,hi,9,9,9
10/17/2025,Revision Shapes,started,CG,mr,25,21,21
10/17/2025,Revision Shapes,validation,CG,hi,7,7,7
10/17/2025,Revision Shapes,validation,CG,mr,13,13,13
10/17/2025,Rhyming Words,completed,LL,hi,22,21,21
10/17/2025,Rhyming Words,completed,LL,mr,32,31,31
10/17/2025,Rhyming Words,introduction,LL,hi,29,28,28
10/17/2025,Rhyming Words,introduction,LL,mr,49,44,44
10/17/2025,Rhyming Words,mid_introduction,LL,hi,16,15,15
10/17/2025,Rhyming Words,mid_introduction,LL,mr,22,21,21
10/17/2025,Rhyming Words,parent_poll,LL,hi,38,29,29
10/17/2025,Rhyming Words,parent_poll,LL,mr,67,44,44
10/17/2025,Rhyming Words,questions,LL,hi,24,23,23
10/17/2025,Rhyming Words,questions,LL,mr,32,31,31
10/17/2025,Rhyming Words,rewards,LL,hi,13,12,12
10/17/2025,Rhyming Words,rewards,LL,mr,22,21,21
10/17/2025,Rhyming Words,started,LL,hi,33,31,31
10/17/2025,Rhyming Words,started,LL,mr,51,45,45
10/17/2025,Rhyming Words,validation,LL,hi,15,14,14
10/17/2025,Rhyming Words,validation,LL,mr,22,21,21
10/17/2025,Shape Circle,completed,CG,hi,361,316,314
10/17/2025,Shape Circle,completed,CG,mr,562,496,493
10/17/2025,Shape Circle,introduction,CG,hi,426,364,361
10/17/2025,Shape Circle,introduction,CG,mr,658,564,550
10/17/2025,Shape Circle,mid_introduction,CG,hi,309,287,286
10/17/2025,Shape Circle,mid_introduction,CG,mr,468,433,429
10/17/2025,Shape Circle,parent_poll,CG,hi,526,374,371
10/17/2025,Shape Circle,parent_poll,CG,mr,879,583,569
10/17/2025,Shape Circle,questions,CG,hi,353,314,312
10/17/2025,Shape Circle,questions,CG,mr,554,488,483
10/17/2025,Shape Circle,rewards,CG,hi,291,270,269
10/17/2025,Shape Circle,rewards,CG,mr,448,420,417
10/17/2025,Shape Circle,started,CG,hi,456,385,380
10/17/2025,Shape Circle,started,CG,mr,697,591,576
10/17/2025,Shape Circle,validation,CG,hi,298,276,275
10/17/2025,Shape Circle,validation,CG,mr,462,429,425
10/17/2025,Shape Rectangle,completed,CG,hi,17,12,13
10/17/2025,Shape Rectangle,completed,CG,mr,25,21,21
10/17/2025,Shape Rectangle,introduction,CG,hi,18,13,14
10/17/2025,Shape Rectangle,introduction,CG,mr,36,29,29
10/17/2025,Shape Rectangle,mid_introduction,CG,hi,15,12,13
10/17/2025,Shape Rectangle,mid_introduction,CG,mr,20,19,19
10/17/2025,Shape Rectangle,parent_poll,CG,hi,23,13,14
10/17/2025,Shape Rectangle,parent_poll,CG,mr,42,29,29
10/17/2025,Shape Rectangle,questions,CG,hi,16,12,13
10/17/2025,Shape Rectangle,questions,CG,mr,23,20,20
10/17/2025,Shape Rectangle,rewards,CG,hi,14,11,12
10/17/2025,Shape Rectangle,rewards,CG,mr,18,17,17
10/17/2025,Shape Rectangle,started,CG,hi,20,14,15
10/17/2025,Shape Rectangle,started,CG,mr,36,29,29
10/17/2025,Shape Rectangle,validation,CG,hi,15,12,13
10/17/2025,Shape Rectangle,validation,CG,mr,19,18,18
10/17/2025,Shape Square,completed,CG,hi,9,9,9
10/17/2025,Shape Square,completed,CG,mr,16,16,16
10/17/2025,Shape Square,introduction,CG,hi,9,9,9
10/17/2025,Shape Square,introduction,CG,mr,19,18,18
10/17/2025,Shape Square,mid_introduction,CG,hi,8,8,8
10/17/2025,Shape Square,mid_introduction,CG,mr,13,13,13
10/17/2025,Shape Square,parent_poll,CG,hi,10,9,9
10/17/2025,Shape Square,parent_poll,CG,mr,27,22,22
10/17/2025,Shape Square,questions,CG,hi,9,9,9
10/17/2025,Shape Square,questions,CG,mr,14,14,14
10/17/2025,Shape Square,rewards,CG,hi,8,8,8
10/17/2025,Shape Square,rewards,CG,mr,13,13,13
10/17/2025,Shape Square,started,CG,hi,9,9,9
10/17/2025,Shape Square,started,CG,mr,24,23,23
10/17/2025,Shape Square,validation,CG,hi,8,8,8
10/17/2025,Shape Square,validation,CG,mr,13,13,13
10/17/2025,Shape Triangle,completed,CG,hi,47,45,45
10/17/2025,Shape Triangle,completed,CG,mr,67,64,64
10/17/2025,Shape Triangle,introduction,CG,hi,53,50,50
10/17/2025,Shape Triangle,introduction,CG,mr,80,72,72
10/17/2025,Shape Triangle,mid_introduction,CG,hi,41,40,40
10/17/2025,Shape Triangle,mid_introduction,CG,mr,64,61,61
10/17/2025,Shape Triangle,parent_poll,CG,hi,70,53,53
10/17/2025,Shape Triangle,parent_poll,CG,mr,103,73,73
10/17/2025,Shape Triangle,questions,CG,hi,47,46,46
10/17/2025,Shape Triangle,questions,CG,mr,71,67,67
10/17/2025,Shape Triangle,rewards,CG,hi,38,37,37
10/17/2025,Shape Triangle,rewards,CG,mr,60,57,57
10/17/2025,Shape Triangle,started,CG,hi,58,55,55
10/17/2025,Shape Triangle,started,CG,mr,84,76,76
10/17/2025,Shape Triangle,validation,CG,hi,41,40,40
10/17/2025,Shape Triangle,validation,CG,mr,61,58,58
10/17/2025,Sorting Primary Colors,completed,CG,hi,38,35,35
10/17/2025,Sorting Primary Colors,completed,CG,mr,44,39,38
10/17/2025,Sorting Primary Colors,introduction,CG,hi,46,39,39
10/17/2025,Sorting Primary Colors,introduction,CG,mr,61,53,52
10/17/2025,Sorting Primary Colors,mid_introduction,CG,hi,31,31,31
10/17/2025,Sorting Primary Colors,mid_introduction,CG,mr,47,43,43
10/17/2025,Sorting Primary Colors,parent_poll,CG,hi,59,39,39
10/17/2025,Sorting Primary Colors,parent_poll,CG,mr,78,55,54
10/17/2025,Sorting Primary Colors,questions,CG,hi,37,35,35
10/17/2025,Sorting Primary Colors,questions,CG,mr,52,45,44
10/17/2025,Sorting Primary Colors,rewards,CG,hi,30,30,30
10/17/2025,Sorting Primary Colors,rewards,CG,mr,41,38,38
10/17/2025,Sorting Primary Colors,started,CG,hi,47,39,39
10/17/2025,Sorting Primary Colors,started,CG,mr,63,55,54
10/17/2025,Sorting Primary Colors,validation,CG,hi,31,31,31
10/17/2025,Sorting Primary Colors,validation,CG,mr,42,39,39
10/17/2025,Sorting Primary Shapes,completed,CG,hi,14,12,12
10/17/2025,Sorting Primary Shapes,completed,CG,mr,20,17,17
10/17/2025,Sorting Primary Shapes,introduction,CG,hi,18,16,16
10/17/2025,Sorting Primary Shapes,introduction,CG,mr,30,24,23
10/17/2025,Sorting Primary Shapes,mid_introduction,CG,hi,14,12,12
10/17/2025,Sorting Primary Shapes,mid_introduction,CG,mr,16,15,15
10/17/2025,Sorting Primary Shapes,parent_poll,CG,hi,20,16,16
10/17/2025,Sorting Primary Shapes,parent_poll,CG,mr,32,24,23
10/17/2025,Sorting Primary Shapes,questions,CG,hi,16,14,14
10/17/2025,Sorting Primary Shapes,questions,CG,mr,22,19,19
10/17/2025,Sorting Primary Shapes,rewards,CG,hi,13,11,11
10/17/2025,Sorting Primary Shapes,rewards,CG,mr,13,12,12
10/17/2025,Sorting Primary Shapes,started,CG,hi,18,16,16
10/17/2025,Sorting Primary Shapes,started,CG,mr,30,24,23
10/17/2025,Sorting Primary Shapes,validation,CG,hi,13,11,11
10/17/2025,Sorting Primary Shapes,validation,CG,mr,15,14,14
10/18/2025,Beginning Sound Ba/Ra/Na,completed,LL,hi,9,9,9
10/18/2025,Beginning Sound Ba/Ra/Na,completed,LL,mr,25,22,22
10/18/2025,Beginning Sound Ba/Ra/Na,introduction,LL,hi,12,12,12
10/18/2025,Beginning Sound Ba/Ra/Na,introduction,LL,mr,35,31,31
10/18/2025,Beginning Sound Ba/Ra/Na,mid_introduction,LL,hi,8,8,8
10/18/2025,Beginning Sound Ba/Ra/Na,mid_introduction,LL,mr,18,18,18
10/18/2025,Beginning Sound Ba/Ra/Na,parent_poll,LL,hi,26,12,12
10/18/2025,Beginning Sound Ba/Ra/Na,parent_poll,LL,mr,79,31,31
10/18/2025,Beginning Sound Ba/Ra/Na,questions,LL,hi,9,9,9
10/18/2025,Beginning Sound Ba/Ra/Na,questions,LL,mr,26,24,24
10/18/2025,Beginning Sound Ba/Ra/Na,rewards,LL,hi,8,8,8
10/18/2025,Beginning Sound Ba/Ra/Na,rewards,LL,mr,18,18,18
10/18/2025,Beginning Sound Ba/Ra/Na,started,LL,hi,12,12,12
10/18/2025,Beginning Sound Ba/Ra/Na,started,LL,mr,38,32,32
10/18/2025,Beginning Sound Ba/Ra/Na,validation,LL,hi,8,8,8
10/18/2025,Beginning Sound Ba/Ra/Na,validation,LL,mr,18,18,18
10/18/2025,Beginning Sounds Ma/Ka/La,completed,LL,hi,32,32,31
10/18/2025,Beginning Sounds Ma/Ka/La,completed,LL,mr,47,44,44
10/18/2025,Beginning Sounds Ma/Ka/La,introduction,LL,hi,48,41,38
