period_label,game_name,instance_count,period_type
2025_41,Color Blue,526,Weekly
2025_42,Color Blue,507,Weekly
2025_43,Color Blue,376,Weekly
2025-07,Color Blue,10116,Monthly
2025-08,Color Blue,14068,Monthly
2025-09,Color Blue,3252,Monthly
2025-10,Color Blue,2123,Monthly
2025-11,Color Blue,125,Monthly
2025-08-11,Rhyming Words,1,Daily
2025-08-13,Rhyming Words,3016,Daily
2025-08-14,Rhyming Words,1375,Daily
2025-08-15,Rhyming Words,1949,Daily
2025-08-16,Rhyming Words,1271,Daily
2025-08-17,Rhyming Words,512,Daily
2025-08-18,Rhyming Words,356,Daily
2025-08-19,Rhyming Words,289,Daily
2025-08-20,Rhyming Words,314,Daily
2025-08-21,Rhyming Words,195,Daily
2025-08-22,Rhyming Words,233,Daily
2025-08-23,Rhyming Words,245,Daily
2025-08-24,Rhyming Words,160,Daily
2025-08-25,Rhyming Words,100,Daily
2025-08-26,Rhyming Words,74,Daily
2025-08-27,Rhyming Words,122,Daily
2025-08-28,Rhyming Words,109,Daily
2025-08-29,Rhyming Words,94,Daily
2025-08-30,Rhyming Words,82,Daily
2025-08-31,Rhyming Words,66,Daily
2025-09-01,Rhyming Words,134,Daily
2025-09-02,Rhyming Words,90,Daily
2025-09-03,Rhyming Words,56,Daily
2025-09-04,Rhyming Words,42,Daily
2025-09-05,Rhyming Words,53,Daily
2025-09-06,Rhyming Words,46,Daily
2025-09-07,Rhyming Words,13,Daily
2025-09-08,Rhyming Words,29,Daily
2025-09-09,Rhyming Words,47,Daily
2025-09-10,Rhyming Words,64,Daily
2025-09-11,Rhyming Words,72,Daily
2025-09-12,Rhyming Words,108,Daily
2025-09-13,Rhyming Words,77,Daily
2025-09-14,Rhyming Words,83,Daily
2025-09-15,Rhyming Words,84,Daily
2025-09-16,Rhyming Words,66,Daily
2025-09-17,Rhyming Words,79,Daily
2025-09-18,Rhyming Words,51,Daily
2025-09-19,Rhyming Words,101,Daily
2025-09-20,Rhyming Words,94,Daily
2025-09-21,Rhyming Words,62,Daily
2025-09-22,Rhyming Words,107,Daily
2025-09-23,Rhyming Words,80,Daily
2025-09-24,Rhyming Words,84,Daily
2025-09-25,Rhyming Words,65,Daily
2025-09-26,Rhyming Words,84,Daily
2025-09-27,Rhyming Words,2091,Daily
2025-09-28,Rhyming Words,990,Daily
2025-09-29,Rhyming Words,1842,Daily
2025-09-30,Rhyming Words,1243,Daily
2025-10-01,Rhyming Words,532,Daily
2025-10-02,Rhyming Words,141,Daily
2025-10-03,Rhyming Words,121,Daily
2025-10-04,Rhyming Words,106,Daily
2025-10-05,Rhyming Words,78,Daily
2025-10-06,Rhyming Words,73,Daily
2025-10-07,Rhyming Words,89,Daily
2025-10-08,Rhyming Words,78,Daily
2025-10-09,Rhyming Words,58,Daily
2025-10-10,Rhyming Words,76,Daily
2025-10-11,Rhyming Words,49,Daily
2025-10-12,Rhyming Words,28,Daily
2025-10-13,Rhyming Words,32,Daily
2025-10-14,Rhyming Words,37,Daily
2025-10-15,Rhyming Words,52,Daily
2025-10-16,Rhyming Words,37,Daily
2025-10-17,Rhyming Words,54,Daily
2025-10-18,Rhyming Words,39,Daily
2025-10-19,Rhyming Words,32,Daily
2025-10-20,Rhyming Words,32,Daily
2025-10-21,Rhyming Words,39,Daily
2025-10-22,Rhyming Words,48,Daily
2025-10-23,Rhyming Words,40,Daily
2025-10-24,Rhyming Words,36,Daily
2025-10-25,Rhyming Words,36,Daily
2025-10-26,Rhyming Words,29,Daily
2025-10-27,Rhyming Words,36,Daily
2025-10-28,Rhyming Words,47,Daily
2025-10-29,Rhyming Words,42,Daily
2025-10-30,Rhyming Words,27,Daily
2025-10-31,Rhyming Words,36,Daily
2025-11-01,Rhyming Words,30,Daily
2025-11-02,Rhyming Words,17,Daily
2025-11-03,Rhyming Words,4,Daily
2025_31,Rhyming Words,1,Weekly
2025_32,Rhyming Words,8768,Weekly
2025_33,Rhyming Words,1321,Weekly
2025_34,Rhyming Words,697,Weekly
2025_35,Rhyming Words,286,Weekly
2025_36,Rhyming Words,554,Weekly
2025_37,Rhyming Words,574,Weekly
2025_38,Rhyming Words,6399,Weekly
2025_39,Rhyming Words,1140,Weekly
2025_40,Rhyming Words,358,Weekly
2025_41,Rhyming Words,285,Weekly
2025_42,Rhyming Words,272,Weekly
2025_43,Rhyming Words,156,Weekly
2025-08,Rhyming Words,10563,Monthly
2025-09,Rhyming Words,8037,Monthly
2025-10,Rhyming Words,2160,Monthly
2025-11,Rhyming Words,51,Monthly
2025-07-30,Shape Square,982,Daily
2025-07-31,Shape Square,707,Daily
2025-08-01,Shape Square,1129,Daily
2025-08-02,Shape Square,602,Daily
2025-08-03,Shape Square,143,Daily
2025-08-04,Shape Square,106,Daily
2025-08-05,Shape Square,51,Daily
2025-08-06,Shape Square,188,Daily
2025-08-07,Shape Square,164,Daily
2025-08-08,Shape Square,319,Daily
2025-08-09,Shape Square,200,Daily
2025-08-10,Shape Square,148,Daily
2025-08-11,Shape Square,51,Daily
2025-08-12,Shape Square,171,Daily
2025-08-13,Shape Square,276,Daily
2025-08-14,Shape Square,145,Daily
2025-08-15,Shape Square,185,Daily
2025-08-16,Shape Square,226,Daily
2025-08-17,Shape Square,151,Daily
2025-08-18,Shape Square,169,Daily
2025-08-19,Shape Square,171,Daily
2025-08-20,Shape Square,218,Daily
2025-08-21,Shape Square,143,Daily
2025-08-22,Shape Square,187,Daily
2025-08-23,Shape Square,203,Daily
2025-08-24,Shape Square,158,Daily
2025-08-25,Shape Square,102,Daily
2025-08-26,Shape Square,59,Daily
2025-08-27,Shape Square,105,Daily
2025-08-28,Shape Square,85,Daily
2025-08-29,Shape Square,69,Daily
2025-08-30,Shape Square,62,Daily
2025-08-31,Shape Square,47,Daily
2025-09-01,Shape Square,85,Daily
2025-09-02,Shape Square,67,Daily
2025-09-03,Shape Square,34,Daily
2025-09-04,Shape Square,29,Daily
2025-09-05,Shape Square,30,Daily
2025-09-06,Shape Square,31,Daily
2025-09-07,Shape Square,12,Daily
2025-09-08,Shape Square,22,Daily
2025-09-09,Shape Square,29,Daily
2025-09-10,Shape Square,49,Daily
2025-09-11,Shape Square,56,Daily
2025-09-12,Shape Square,55,Daily
2025-09-13,Shape Square,79,Daily
2025-09-14,Shape Square,69,Daily
2025-09-15,Shape Square,86,Daily
2025-09-16,Shape Square,72,Daily
2025-09-17,Shape Square,92,Daily
2025-09-18,Shape Square,84,Daily
2025-09-19,Shape Square,134,Daily
2025-09-20,Shape Square,101,Daily
2025-09-21,Shape Square,64,Daily
2025-09-22,Shape Square,131,Daily
2025-09-23,Shape Square,45,Daily
2025-09-24,Shape Square,93,Daily
2025-09-25,Shape Square,57,Daily
2025-09-26,Shape Square,83,Daily
2025-09-27,Shape Square,88,Daily
2025-09-28,Shape Square,49,Daily
2025-09-29,Shape Square,60,Daily
2025-09-30,Shape Square,64,Daily
2025-10-01,Shape Square,41,Daily
2025-10-02,Shape Square,35,Daily
2025-10-03,Shape Square,36,Daily
2025-10-04,Shape Square,33,Daily
2025-10-05,Shape Square,17,Daily
2025-10-06,Shape Square,28,Daily
2025-10-07,Shape Square,19,Daily
2025-10-08,Shape Square,63,Daily
2025-10-09,Shape Square,52,Daily
2025-10-10,Shape Square,79,Daily
2025-10-11,Shape Square,50,Daily
2025-10-12,Shape Square,22,Daily
2025-10-13,Shape Square,18,Daily
2025-10-14,Shape Square,37,Daily
2025-10-15,Shape Square,47,Daily
2025-10-16,Shape Square,44,Daily
2025-10-17,Shape Square,40,Daily
2025-10-18,Shape Square,50,Daily
2025-10-19,Shape Square,18,Daily
2025-10-20,Shape Square,45,Daily
2025-10-21,Shape Square,41,Daily
2025-10-22,Shape Square,32,Daily
2025-10-23,Shape Square,27,Daily
2025-10-24,Shape Square,49,Daily
2025-10-25,Shape Square,40,Daily
2025-10-26,Shape Square,30,Daily
2025-10-27,Shape Square,50,Daily
2025-10-28,Shape Square,35,Daily
2025-10-29,Shape Square,36,Daily
2025-10-30,Shape Square,43,Daily
2025-10-31,Shape Square,48,Daily
2025-11-01,Shape Square,47,Daily
2025-11-02,Shape Square,30,Daily
2025-11-03,Shape Square,2,Daily
2025_30,Shape Square,3720,Weekly
2025_31,Shape Square,1241,Weekly
2025_32,Shape Square,1323,Weekly
2025_33,Shape Square,1070,Weekly
2025_34,Shape Square,520,Weekly
2025_35,Shape Square,187,Weekly
2025_36,Shape Square,466,Weekly
2025_37,Shape Square,651,Weekly
2025_38,Shape Square,494,Weekly
2025_39,Shape Square,209,Weekly
2025_40,Shape Square,321,Weekly
2025_41,Shape Square,285,Weekly
2025_42,Shape Square,263,Weekly
2025_43,Shape Square,206,Weekly
2025-07,Shape Square,1689,Monthly
2025-08,Shape Square,6033,Monthly
2025-09,Shape Square,1950,Monthly
2025-10,Shape Square,1205,Monthly
2025-11,Shape Square,79,Monthly
2025-08-05,Revision Colors,1,Daily
2025-08-06,Revision Colors,3298,Daily
2025-08-07,Revision Colors,1407,Daily
2025-08-08,Revision Colors,2211,Daily
2025-08-09,Revision Colors,910,Daily
2025-08-10,Revision Colors,221,Daily
2025-08-11,Revision Colors,132,Daily
2025-08-12,Revision Colors,855,Daily
2025-08-13,Revision Colors,369,Daily
2025-08-14,Revision Colors,167,Daily
2025-08-15,Revision Colors,116,Daily
2025-08-16,Revision Colors,117,Daily
2025-08-17,Revision Colors,87,Daily
2025-08-18,Revision Colors,66,Daily
2025-08-19,Revision Colors,141,Daily
2025-08-20,Revision Colors,112,Daily
2025-08-21,Revision Colors,73,Daily
2025-08-22,Revision Colors,77,Daily
2025-08-23,Revision Colors,98,Daily
2025-08-24,Revision Colors,87,Daily
2025-08-25,Revision Colors,53,Daily
2025-08-26,Revision Colors,41,Daily
2025-08-27,Revision Colors,51,Daily
2025-08-28,Revision Colors,45,Daily
2025-08-29,Revision Colors,35,Daily
2025-08-30,Revision Colors,28,Daily
2025-08-31,Revision Colors,31,Daily
2025-09-01,Revision Colors,37,Daily
2025-09-02,Revision Colors,54,Daily
2025-09-03,Revision Colors,24,Daily
2025-09-04,Revision Colors,21,Daily
2025-09-05,Revision Colors,21,Daily
2025-09-06,Revision Colors,14,Daily
2025-09-07,Revision Colors,14,Daily
2025-09-08,Revision Colors,11,Daily
2025-09-09,Revision Colors,42,Daily
2025-09-10,Revision Colors,43,Daily
2025-09-11,Revision Colors,26,Daily
2025-09-12,Revision Colors,23,Daily
2025-09-13,Revision Colors,22,Daily
2025-09-14,Revision Colors,38,Daily
2025-09-15,Revision Colors,33,Daily
2025-09-16,Revision Colors,44,Daily
2025-09-17,Revision Colors,41,Daily
2025-09-18,Revision Colors,22,Daily
2025-09-19,Revision Colors,39,Daily
2025-09-20,Revision Colors,44,Daily
2025-09-21,Revision Colors,27,Daily
2025-09-22,Revision Colors,43,Daily
2025-09-23,Revision Colors,34,Daily
2025-09-24,Revision Colors,41,Daily
2025-09-25,Revision Colors,31,Daily
2025-09-26,Revision Colors,39,Daily
2025-09-27,Revision Colors,57,Daily
2025-09-28,Revision Colors,29,Daily
2025-09-29,Revision Colors,45,Daily
2025-09-30,Revision Colors,58,Daily
2025-10-01,Revision Colors,38,Daily
2025-10-02,Revision Colors,21,Daily
2025-10-03,Revision Colors,36,Daily
2025-10-04,Revision Colors,35,Daily
2025-10-05,Revision Colors,25,Daily
2025-10-06,Revision Colors,34,Daily
2025-10-07,Revision Colors,24,Daily
2025-10-08,Revision Colors,42,Daily
2025-10-09,Revision Colors,50,Daily
2025-10-10,Revision Colors,62,Daily
2025-10-11,Revision Colors,55,Daily
2025-10-12,Revision Colors,24,Daily
2025-10-13,Revision Colors,33,Daily
2025-10-14,Revision Colors,45,Daily
2025-10-15,Revision Colors,40,Daily
2025-10-16,Revision Colors,27,Daily
2025-10-17,Revision Colors,47,Daily
2025-10-18,Revision Colors,30,Daily
2025-10-19,Revision Colors,34,Daily
2025-10-20,Revision Colors,21,Daily
2025-10-21,Revision Colors,23,Daily
2025-10-22,Revision Colors,29,Daily
2025-10-23,Revision Colors,27,Daily
2025-10-24,Revision Colors,28,Daily
2025-10-25,Revision Colors,18,Daily
2025-10-26,Revision Colors,15,Daily
2025-10-27,Revision Colors,31,Daily
2025-10-28,Revision Colors,32,Daily
2025-10-29,Revision Colors,21,Daily
2025-10-30,Revision Colors,18,Daily
2025-10-31,Revision Colors,16,Daily
2025-11-01,Revision Colors,28,Daily
2025-11-02,Revision Colors,14,Daily
2025-11-03,Revision Colors,3,Daily
2025_30,Revision Colors,1,Weekly
2025_31,Revision Colors,9034,Weekly
2025_32,Revision Colors,1063,Weekly
2025_33,Revision Colors,541,Weekly
2025_34,Revision Colors,281,Weekly
2025_35,Revision Colors,147,Weekly
2025_36,Revision Colors,229,Weekly
2025_37,Revision Colors,250,Weekly
2025_38,Revision Colors,300,Weekly
2025_39,Revision Colors,213,Weekly
2025_40,Revision Colors,311,Weekly
2025_41,Revision Colors,222,Weekly
2025_42,Revision Colors,180,Weekly
2025_43,Revision Colors,100,Weekly
2025-08,Revision Colors,10829,Monthly
2025-09,Revision Colors,1017,Monthly
2025-10,Revision Colors,981,Monthly
2025-11,Revision Colors,45,Monthly
2025-08-06,Revision Shapes,440,Daily
2025-08-07,Revision Shapes,273,Daily
2025-08-08,Revision Shapes,1023,Daily
2025-08-09,Revision Shapes,2097,Daily
2025-08-10,Revision Shapes,1098,Daily
2025-08-11,Revision Shapes,394,Daily
2025-08-12,Revision Shapes,480,Daily
2025-08-13,Revision Shapes,384,Daily
2025-08-14,Revision Shapes,138,Daily
2025-08-15,Revision Shapes,147,Daily
2025-08-16,Revision Shapes,170,Daily
2025-08-17,Revision Shapes,99,Daily
2025-08-18,Revision Shapes,89,Daily
2025-08-19,Revision Shapes,72,Daily
2025-08-20,Revision Shapes,77,Daily
2025-08-21,Revision Shapes,47,Daily
2025-08-22,Revision Shapes,64,Daily
2025-08-23,Revision Shapes,80,Daily
2025-08-24,Revision Shapes,65,Daily
2025-08-25,Revision Shapes,40,Daily
2025-08-26,Revision Shapes,28,Daily
2025-08-27,Revision Shapes,34,Daily
2025-08-28,Revision Shapes,48,Daily
2025-08-29,Revision Shapes,29,Daily
2025-08-30,Revision Shapes,26,Daily
2025-08-31,Revision Shapes,20,Daily
2025-09-01,Revision Shapes,44,Daily
2025-09-02,Revision Shapes,35,Daily
2025-09-03,Revision Shapes,12,Daily
2025-09-04,Revision Shapes,13,Daily
2025-09-05,Revision Shapes,26,Daily
2025-09-06,Revision Shapes,11,Daily
2025-09-07,Revision Shapes,6,Daily
2025-09-08,Revision Shapes,4,Daily
2025-09-09,Revision Shapes,16,Daily
2025-09-10,Revision Shapes,20,Daily
2025-09-11,Revision Shapes,23,Daily
2025-09-12,Revision Shapes,20,Daily
2025-09-13,Revision Shapes,29,Daily
2025-09-14,Revision Shapes,32,Daily
2025-09-15,Revision Shapes,17,Daily
2025-09-16,Revision Shapes,28,Daily
2025-09-17,Revision Shapes,21,Daily
2025-09-18,Revision Shapes,17,Daily
2025-09-19,Revision Shapes,27,Daily
2025-09-20,Revision Shapes,31,Daily
2025-09-21,Revision Shapes,20,Daily
2025-09-22,Revision Shapes,35,Daily
2025-09-23,Revision Shapes,27,Daily
2025-09-24,Revision Shapes,21,Daily
2025-09-25,Revision Shapes,17,Daily
2025-09-26,Revision Shapes,24,Daily
2025-09-27,Revision Shapes,81,Daily
2025-09-28,Revision Shapes,65,Daily
2025-09-29,Revision Shapes,95,Daily
2025-09-30,Revision Shapes,82,Daily
2025-10-01,Revision Shapes,70,Daily
2025-10-02,Revision Shapes,20,Daily
2025-10-03,Revision Shapes,27,Daily
2025-10-04,Revision Shapes,23,Daily
2025-10-05,Revision Shapes,17,Daily
2025-10-06,Revision Shapes,22,Daily
2025-10-07,Revision Shapes,18,Daily
2025-10-08,Revision Shapes,32,Daily
2025-10-09,Revision Shapes,40,Daily
2025-10-10,Revision Shapes,38,Daily
2025-10-11,Revision Shapes,38,Daily
2025-10-12,Revision Shapes,12,Daily
2025-10-13,Revision Shapes,24,Daily
2025-10-14,Revision Shapes,21,Daily
2025-10-15,Revision Shapes,31,Daily
2025-10-16,Revision Shapes,15,Daily
2025-10-17,Revision Shapes,23,Daily
2025-10-18,Revision Shapes,22,Daily
2025-10-19,Revision Shapes,24,Daily
2025-10-20,Revision Shapes,16,Daily
2025-10-21,Revision Shapes,15,Daily
2025-10-22,Revision Shapes,12,Daily
2025-10-23,Revision Shapes,14,Daily
2025-10-24,Revision Shapes,17,Daily
2025-10-25,Revision Shapes,12,Daily
2025-10-26,Revision Shapes,9,Daily
2025-10-27,Revision Shapes,13,Daily
2025-10-28,Revision Shapes,13,Daily
2025-10-29,Revision Shapes,15,Daily
2025-10-30,Revision Shapes,13,Daily
2025-10-31,Revision Shapes,15,Daily
2025-11-01,Revision Shapes,8,Daily
2025-11-02,Revision Shapes,11,Daily
2025_31,Revision Shapes,5805,Weekly
2025_32,Revision Shapes,1099,Weekly
2025_33,Revision Shapes,401,Weekly
2025_34,Revision Shapes,236,Weekly
2025_35,Revision Shapes,88,Weekly
2025_36,Revision Shapes,169,Weekly
2025_37,Revision Shapes,178,Weekly
2025_38,Revision Shapes,385,Weekly
2025_39,Revision Shapes,197,Weekly
2025_40,Revision Shapes,205,Weekly
2025_41,Revision Shapes,146,Weekly
2025_42,Revision Shapes,90,Weekly
2025_43,Revision Shapes,62,Weekly
2025-08,Revision Shapes,7462,Monthly
2025-09,Revision Shapes,899,Monthly
2025-10,Revision Shapes,681,Monthly
2025-11,Revision Shapes,19,Monthly
2025-08-22,Beginning Sounds Ma/Ka/La,460,Daily
2025-08-23,Beginning Sounds Ma/Ka/La,6430,Daily
2025-08-24,Beginning Sounds Ma/Ka/La,2708,Daily
2025-08-25,Beginning Sounds Ma/Ka/La,1061,Daily
2025-08-26,Beginning Sounds Ma/Ka/La,554,Daily
2025-08-27,Beginning Sounds Ma/Ka/La,483,Daily
2025-08-28,Beginning Sounds Ma/Ka/La,266,Daily
2025-08-29,Beginning Sounds Ma/Ka/La,267,Daily
2025-08-30,Beginning Sounds Ma/Ka/La,216,Daily
2025-08-31,Beginning Sounds Ma/Ka/La,146,Daily
2025-09-01,Beginning Sounds Ma/Ka/La,267,Daily
2025-09-02,Beginning Sounds Ma/Ka/La,172,Daily
2025-09-03,Beginning Sounds Ma/Ka/La,87,Daily
2025-09-04,Beginning Sounds Ma/Ka/La,105,Daily
2025-09-05,Beginning Sounds Ma/Ka/La,107,Daily
2025-09-06,Beginning Sounds Ma/Ka/La,37,Daily
2025-09-07,Beginning Sounds Ma/Ka/La,31,Daily
2025-09-08,Beginning Sounds Ma/Ka/La,72,Daily
2025-09-09,Beginning Sounds Ma/Ka/La,111,Daily
2025-09-10,Beginning Sounds Ma/Ka/La,165,Daily
2025-09-11,Beginning Sounds Ma/Ka/La,152,Daily
2025-09-12,Beginning Sounds Ma/Ka/La,455,Daily
2025-09-13,Beginning Sounds Ma/Ka/La,3616,Daily
2025-09-14,Beginning Sounds Ma/Ka/La,1619,Daily
2025-09-15,Beginning Sounds Ma/Ka/La,2717,Daily
2025-09-16,Beginning Sounds Ma/Ka/La,3365,Daily
2025-09-17,Beginning Sounds Ma/Ka/La,1340,Daily
2025-09-18,Beginning Sounds Ma/Ka/La,572,Daily
2025-09-19,Beginning Sounds Ma/Ka/La,446,Daily
2025-09-20,Beginning Sounds Ma/Ka/La,286,Daily
2025-09-21,Beginning Sounds Ma/Ka/La,232,Daily
2025-09-22,Beginning Sounds Ma/Ka/La,174,Daily
2025-09-23,Beginning Sounds Ma/Ka/La,181,Daily
2025-09-24,Beginning Sounds Ma/Ka/La,217,Daily
2025-09-25,Beginning Sounds Ma/Ka/La,165,Daily
2025-09-26,Beginning Sounds Ma/Ka/La,165,Daily
2025-09-27,Beginning Sounds Ma/Ka/La,236,Daily
2025-09-28,Beginning Sounds Ma/Ka/La,115,Daily
2025-09-29,Beginning Sounds Ma/Ka/La,158,Daily
2025-09-30,Beginning Sounds Ma/Ka/La,136,Daily
2025-10-01,Beginning Sounds Ma/Ka/La,156,Daily
2025-10-02,Beginning Sounds Ma/Ka/La,80,Daily
2025-10-03,Beginning Sounds Ma/Ka/La,106,Daily
2025-10-04,Beginning Sounds Ma/Ka/La,103,Daily
2025-10-05,Beginning Sounds Ma/Ka/La,87,Daily
2025-10-06,Beginning Sounds Ma/Ka/La,123,Daily
2025-10-07,Beginning Sounds Ma/Ka/La,153,Daily
2025-10-08,Beginning Sounds Ma/Ka/La,637,Daily
2025-10-09,Beginning Sounds Ma/Ka/La,414,Daily
2025-10-10,Beginning Sounds Ma/Ka/La,735,Daily
2025-10-11,Beginning Sounds Ma/Ka/La,428,Daily
2025-10-12,Beginning Sounds Ma/Ka/La,117,Daily
2025-10-13,Beginning Sounds Ma/Ka/La,108,Daily
2025-10-14,Beginning Sounds Ma/Ka/La,234,Daily
2025-10-15,Beginning Sounds Ma/Ka/La,152,Daily
2025-10-16,Beginning Sounds Ma/Ka/La,94,Daily
2025-10-17,Beginning Sounds Ma/Ka/La,95,Daily
2025-10-18,Beginning Sounds Ma/Ka/La,82,Daily
2025-10-19,Beginning Sounds Ma/Ka/La,54,Daily
2025-10-20,Beginning Sounds Ma/Ka/La,51,Daily
2025-10-21,Beginning Sounds Ma/Ka/La,60,Daily
2025-10-22,Beginning Sounds Ma/Ka/La,66,Daily
2025-10-23,Beginning Sounds Ma/Ka/La,38,Daily
2025-10-24,Beginning Sounds Ma/Ka/La,49,Daily
2025-10-25,Beginning Sounds Ma/Ka/La,40,Daily
2025-10-26,Beginning Sounds Ma/Ka/La,25,Daily
2025-10-27,Beginning Sounds Ma/Ka/La,59,Daily
2025-10-28,Beginning Sounds Ma/Ka/La,62,Daily
2025-10-29,Beginning Sounds Ma/Ka/La,46,Daily
2025-10-30,Beginning Sounds Ma/Ka/La,39,Daily
2025-10-31,Beginning Sounds Ma/Ka/La,82,Daily
2025-11-01,Beginning Sounds Ma/Ka/La,56,Daily
2025-11-02,Beginning Sounds Ma/Ka/La,35,Daily
2025-11-03,Beginning Sounds Ma/Ka/La,5,Daily
2025_33,Beginning Sounds Ma/Ka/La,11213,Weekly
2025_34,Beginning Sounds Ma/Ka/La,1817,Weekly
2025_35,Beginning Sounds Ma/Ka/La,550,Weekly
2025_36,Beginning Sounds Ma/Ka/La,12089,Weekly
2025_37,Beginning Sounds Ma/Ka/La,3231,Weekly
2025_38,Beginning Sounds Ma/Ka/La,1192,Weekly
2025_39,Beginning Sounds Ma/Ka/La,808,Weekly
2025_40,Beginning Sounds Ma/Ka/La,2673,Weekly
2025_41,Beginning Sounds Ma/Ka/La,588,Weekly
2025_42,Beginning Sounds Ma/Ka/La,339,Weekly
2025_43,Beginning Sounds Ma/Ka/La,263,Weekly
2025-08,Beginning Sounds Ma/Ka/La,12591,Monthly
2025-09,Beginning Sounds Ma/Ka/La,17501,Monthly
2025-10,Beginning Sounds Ma/Ka/La,4575,Monthly
2025-11,Beginning Sounds Ma/Ka/La,96,Monthly
2025-08-26,Primary Emotion Labelling,1,Daily
2025-09-02,Primary Emotion Labelling,1,Daily
2025-09-03,Primary Emotion Labelling,85,Daily
2025-09-04,Primary Emotion Labelling,46,Daily
2025-09-05,Primary Emotion Labelling,44,Daily
2025-09-06,Primary Emotion Labelling,28,Daily
2025-09-07,Primary Emotion Labelling,8,Daily
2025-09-08,Primary Emotion Labelling,13,Daily
2025-09-09,Primary Emotion Labelling,47,Daily
2025-09-10,Primary Emotion Labelling,42,Daily
2025-09-11,Primary Emotion Labelling,3305,Daily
2025-09-12,Primary Emotion Labelling,1341,Daily
2025-09-13,Primary Emotion Labelling,325,Daily
2025-09-14,Primary Emotion Labelling,166,Daily
2025-09-15,Primary Emotion Labelling,107,Daily
2025-09-16,Primary Emotion Labelling,91,Daily
2025-09-17,Primary Emotion Labelling,62,Daily
2025-09-18,Primary Emotion Labelling,39,Daily
2025-09-19,Primary Emotion Labelling,40,Daily
2025-09-20,Primary Emotion Labelling,51,Daily
2025-09-21,Primary Emotion Labelling,41,Daily
2025-09-22,Primary Emotion Labelling,43,Daily
2025-09-23,Primary Emotion Labelling,31,Daily
2025-09-24,Primary Emotion Labelling,47,Daily
2025-09-25,Primary Emotion Labelling,38,Daily
2025-09-26,Primary Emotion Labelling,47,Daily
2025-09-27,Primary Emotion Labelling,59,Daily
2025-09-28,Primary Emotion Labelling,41,Daily
2025-09-29,Primary Emotion Labelling,56,Daily
2025-09-30,Primary Emotion Labelling,47,Daily
2025-10-01,Primary Emotion Labelling,31,Daily
2025-10-02,Primary Emotion Labelling,24,Daily
2025-10-03,Primary Emotion Labelling,31,Daily
2025-10-04,Primary Emotion Labelling,40,Daily
2025-10-05,Primary Emotion Labelling,23,Daily
2025-10-06,Primary Emotion Labelling,33,Daily
2025-10-07,Primary Emotion Labelling,28,Daily
2025-10-08,Primary Emotion Labelling,33,Daily
2025-10-09,Primary Emotion Labelling,41,Daily
2025-10-10,Primary Emotion Labelling,48,Daily
2025-10-11,Primary Emotion Labelling,60,Daily
2025-10-12,Primary Emotion Labelling,24,Daily
2025-10-13,Primary Emotion Labelling,26,Daily
2025-10-14,Primary Emotion Labelling,19,Daily
2025-10-15,Primary Emotion Labelling,30,Daily
2025-10-16,Primary Emotion Labelling,17,Daily
2025-10-17,Primary Emotion Labelling,21,Daily
2025-10-18,Primary Emotion Labelling,15,Daily
2025-10-19,Primary Emotion Labelling,12,Daily
2025-10-20,Primary Emotion Labelling,17,Daily
2025-10-21,Primary Emotion Labelling,18,Daily
2025-10-22,Primary Emotion Labelling,22,Daily
2025-10-23,Primary Emotion Labelling,15,Daily
2025-10-24,Primary Emotion Labelling,25,Daily
2025-10-25,Primary Emotion Labelling,15,Daily
2025-10-26,Primary Emotion Labelling,9,Daily
2025-10-27,Primary Emotion Labelling,17,Daily
2025-10-28,Primary Emotion Labelling,16,Daily
2025-10-29,Primary Emotion Labelling,15,Daily
2025-10-30,Primary Emotion Labelling,18,Daily
2025-10-31,Primary Emotion Labelling,26,Daily
2025-11-01,Primary Emotion Labelling,20,Daily
2025-11-02,Primary Emotion Labelling,13,Daily
2025-11-03,Primary Emotion Labelling,2,Daily
2025_33,Primary Emotion Labelling,1,Weekly
2025_34,Primary Emotion Labelling,1,Weekly
2025_35,Primary Emotion Labelling,271,Weekly
2025_36,Primary Emotion Labelling,5377,Weekly
2025_37,Primary Emotion Labelling,307,Weekly
2025_38,Primary Emotion Labelling,335,Weekly
2025_39,Primary Emotion Labelling,210,Weekly
2025_40,Primary Emotion Labelling,251,Weekly
2025_41,Primary Emotion Labelling,130,Weekly
2025_42,Primary Emotion Labelling,119,Weekly
2025_43,Primary Emotion Labelling,94,Weekly
2025-08,Primary Emotion Labelling,1,Monthly
2025-09,Primary Emotion Labelling,6291,Monthly
2025-10,Primary Emotion Labelling,769,Monthly
2025-11,Primary Emotion Labelling,35,Monthly
2025-08-26,Identification of all emotions,4,Daily
2025-09-03,Identification of all emotions,636,Daily
2025-09-04,Identification of all emotions,245,Daily
2025-09-05,Identification of all emotions,161,Daily
2025-09-06,Identification of all emotions,92,Daily
2025-09-07,Identification of all emotions,46,Daily
2025-09-08,Identification of all emotions,45,Daily
2025-09-09,Identification of all emotions,49,Daily
2025-09-10,Identification of all emotions,58,Daily
2025-09-11,Identification of all emotions,81,Daily
2025-09-12,Identification of all emotions,59,Daily
2025-09-13,Identification of all emotions,66,Daily
2025-09-14,Identification of all emotions,3092,Daily
2025-09-15,Identification of all emotions,1378,Daily
2025-09-16,Identification of all emotions,238,Daily
2025-09-17,Identification of all emotions,144,Daily
2025-09-18,Identification of all emotions,85,Daily
2025-09-19,Identification of all emotions,79,Daily
